shot_id,loc_x,loc_y,minutes_remaining,seconds_remaining,period,playoffs,shot_distance,seconds_left_in_period,game_year,game_month,game_dayofweek,action_type,combined_shot_type,season,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,home_away
7869,1,263,0,1,3,0,26,1,2005,11,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NJN,home
7872,209,168,7,11,4,0,26,431,2005,11,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NJN,home
7874,-184,194,4,44,4,0,26,284,2005,11,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NJN,home
7878,240,13,1,0,4,0,24,60,2005,11,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,NJN,home
7888,-54,130,4,21,1,0,14,261,2005,11,1,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAS,away
7913,-171,189,1,6,4,0,25,66,2005,11,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,away
7923,136,161,5,7,2,0,21,307,2005,12,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,away
7925,0,0,0,49,2,0,0,49,2005,12,3,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,away
7926,128,150,0,40,2,0,19,40,2005,12,3,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,away
7938,-191,160,8,22,4,0,24,502,2005,12,3,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,away
7942,0,0,0,11,4,0,0,11,2005,12,3,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,away
7945,66,197,2,58,5,0,20,178,2005,12,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,away
7954,-61,33,0,48,2,0,6,48,2005,12,4,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,home
7963,156,-5,9,42,1,0,15,582,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,CHA,home
7969,135,179,6,17,2,0,22,377,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHA,home
7970,0,0,5,54,2,0,0,354,2005,12,6,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHA,home
7977,0,0,5,28,3,0,0,328,2005,12,6,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHA,home
7981,169,51,1,7,3,0,17,67,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,CHA,home
7990,-25,81,2,53,4,0,8,173,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHA,home
8020,-115,-9,2,55,1,0,11,175,2005,12,2,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,TOR,away
8023,172,178,0,26,1,0,24,26,2005,12,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,TOR,away
8025,21,56,0,2,2,0,5,2,2005,12,2,Running Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,away
8034,0,0,2,20,2,0,0,140,2005,12,4,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,away
8039,117,161,7,7,3,0,19,427,2005,12,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,away
8046,0,160,2,7,4,0,16,127,2005,12,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,CHI,away
8051,-136,71,5,10,1,0,15,310,2005,12,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,away
8055,-136,202,0,33,1,0,24,33,2005,12,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,away
8060,-181,168,5,27,3,0,24,327,2005,12,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,away
8063,200,169,1,9,3,0,26,69,2005,12,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,away
8073,0,0,9,30,1,0,0,570,2005,12,0,Slam Dunk Shot,Dunk,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,away
8074,232,71,5,43,1,0,24,343,2005,12,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DAL,away
8076,-44,66,4,41,1,0,7,281,2005,12,0,Running Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,away
8080,182,56,9,57,2,0,19,597,2005,12,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,away
8088,166,26,8,49,3,0,16,529,2005,12,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,away
8102,199,209,0,34,4,0,28,34,2005,12,0,Fadeaway Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,away
8103,0,0,8,19,1,0,0,499,2005,12,2,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,away
8104,0,0,8,17,1,0,0,497,2005,12,2,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,away
8105,-169,68,7,16,1,0,18,436,2005,12,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MEM,away
8109,-49,7,8,25,2,0,4,505,2005,12,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MEM,away
8115,0,0,8,12,3,0,0,492,2005,12,2,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,away
8121,-72,15,9,9,1,0,7,549,2005,12,4,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,WAS,home
8126,-13,112,1,2,1,0,11,62,2005,12,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,WAS,home
8135,-29,110,5,26,3,0,11,326,2005,12,4,Running Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,WAS,home
8153,20,72,2,25,3,0,7,145,2005,12,6,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,HOU,home
8156,-171,15,1,20,4,0,17,80,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,HOU,home
8160,-36,17,9,50,1,0,3,590,2005,12,1,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,home
8161,-23,137,8,21,1,0,13,501,2005,12,1,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DAL,home
8162,29,123,5,58,1,0,12,358,2005,12,1,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DAL,home
8171,-97,240,3,45,2,0,25,225,2005,12,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,home
8181,136,230,3,12,3,0,26,192,2005,12,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,home
8183,121,233,1,56,3,0,26,116,2005,12,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DAL,home
8185,-113,53,1,34,3,0,12,94,2005,12,1,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DAL,home
8191,0,0,5,53,1,0,0,353,2005,12,4,Slam Dunk Shot,Dunk,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ORL,away
8203,-131,237,1,6,4,0,27,66,2005,12,4,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,ORL,away
8204,0,0,10,29,1,0,0,629,2005,12,6,Reverse Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIA,away
8207,102,5,5,39,1,0,10,339,2005,12,6,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIA,away
8208,-85,135,5,1,1,0,15,301,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIA,away
8209,156,8,2,52,1,0,15,172,2005,12,6,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIA,away
8210,133,23,2,13,1,0,13,133,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIA,away
8225,126,115,4,44,3,0,17,284,2005,12,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIA,away
8226,230,100,3,38,3,0,25,218,2005,12,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIA,away
8231,159,66,6,24,4,0,17,384,2005,12,6,Turnaround Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIA,away
8233,38,245,0,2,4,0,24,2,2005,12,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIA,away
8244,26,-5,0,17,1,0,2,17,2005,12,0,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,WAS,away
8250,149,217,11,11,3,0,26,671,2005,12,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,WAS,away
8261,0,0,9,33,1,0,0,573,2005,12,2,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,home
8265,144,72,4,5,1,0,16,245,2005,12,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MEM,home
8278,163,199,3,16,3,0,25,196,2005,12,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,home
8279,151,220,2,42,3,0,26,162,2005,12,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,home
8280,108,-3,2,31,3,0,10,151,2005,12,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MEM,home
8296,0,0,0,24,5,0,0,24,2005,12,2,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,home
8299,-113,137,8,13,1,0,17,493,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHI,home
8300,-225,22,7,48,1,0,22,468,2006,1,4,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,PHI,home
8301,24,87,6,57,1,0,9,417,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,PHI,home
8305,16,184,2,39,1,0,18,159,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,PHI,home
8327,-182,189,10,8,1,0,26,608,2006,1,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,away
8334,-176,123,8,51,2,0,21,531,2006,1,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,LAC,away
8349,-138,229,0,31,3,0,26,31,2006,1,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,away
8355,-140,224,8,43,4,0,26,523,2006,1,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,away
8361,44,117,4,19,4,0,12,259,2006,1,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,LAC,away
8362,80,189,3,27,4,0,20,207,2006,1,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,away
8364,-133,151,2,15,4,0,20,135,2006,1,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,away
8365,-103,164,0,53,4,0,19,53,2006,1,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,away
8375,189,179,0,14,1,0,26,14,2006,1,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,home
8378,23,53,5,38,2,0,5,338,2006,1,0,Turnaround Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,home
8380,153,-3,3,42,2,0,15,222,2006,1,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,home
8381,-154,135,2,13,2,0,20,133,2006,1,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,IND,home
8387,125,151,4,41,3,0,19,281,2006,1,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,IND,home
8399,0,0,1,46,4,0,0,106,2006,1,0,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,home
8402,0,0,9,12,1,0,0,552,2006,1,2,Driving Dunk Shot,Dunk,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,away
8409,177,164,7,45,2,0,24,465,2006,1,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,away
8433,0,0,4,28,1,0,0,268,2006,1,3,Reverse Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CLE,home
8436,166,138,5,55,2,0,21,355,2006,1,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CLE,home
8442,176,82,2,9,3,0,19,129,2006,1,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,CLE,home
8448,-169,138,0,50,4,0,21,50,2006,1,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CLE,home
8464,-195,179,6,0,3,0,26,360,2006,1,5,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,GSW,away
8469,199,-19,1,42,3,0,19,102,2006,1,5,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,GSW,away
8474,138,133,2,23,4,0,19,143,2006,1,5,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,GSW,away
8478,-48,125,11,37,1,0,13,697,2006,1,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIA,home
8482,-120,130,3,16,1,0,17,196,2006,1,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIA,home
8490,-77,248,0,1,2,0,25,1,2006,1,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIA,home
8510,156,76,0,45,1,0,17,45,2006,1,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,away
8511,-184,-11,5,34,2,0,18,334,2006,1,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAC,away
8527,209,76,2,12,4,0,22,132,2006,1,3,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,away
8532,66,261,2,30,5,0,26,150,2006,1,3,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,away
8533,-228,33,1,43,5,0,23,103,2006,1,3,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,SAC,away
8538,-163,40,9,16,1,0,16,556,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,away
8541,189,184,5,45,1,0,26,345,2006,1,4,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,away
8545,-145,97,0,50,1,0,17,50,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,away
8553,31,66,4,56,3,0,7,296,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,away
8554,187,97,3,16,3,0,21,196,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,away
8555,107,150,2,1,3,0,18,121,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,away
8569,-184,168,1,2,4,0,24,62,2006,1,4,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,away
8586,-33,58,0,51,2,0,6,51,2006,1,6,Jump Bank Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,home
8593,-149,212,8,14,3,0,25,494,2006,1,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,TOR,home
8600,0,0,1,11,3,0,0,71,2006,1,6,Slam Dunk Shot,Dunk,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,TOR,home
8606,62,122,8,53,4,0,13,533,2006,1,6,Running Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,TOR,home
8607,23,261,8,14,4,0,26,494,2006,1,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,TOR,home
8611,-135,46,4,25,4,0,14,265,2006,1,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,TOR,home
8613,23,40,3,26,4,0,4,206,2006,1,6,Running Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,TOR,home
8618,0,0,4,46,1,0,0,286,2006,1,4,Driving Finger Roll Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,home
8630,-128,91,10,7,4,0,15,607,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,GSW,home
8637,-90,156,1,3,5,0,18,63,2006,1,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,GSW,home
8650,-145,140,1,23,2,0,20,83,2006,1,6,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DET,away
8652,-238,13,0,1,2,0,23,1,2006,1,6,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DET,away
8661,0,0,4,58,4,0,0,298,2006,1,6,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DET,away
8669,-138,222,5,41,1,0,26,341,2006,1,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NYK,away
8673,131,210,6,33,2,0,24,393,2006,1,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,away
8674,117,219,5,45,2,0,24,345,2006,1,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,away
8678,0,0,3,4,2,0,0,184,2006,1,1,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NYK,away
8682,136,214,9,31,4,0,25,571,2006,1,1,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,away
8688,6,31,7,47,1,0,3,467,2006,2,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,away
8689,0,22,6,39,1,0,2,399,2006,2,2,Driving Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,away
8695,241,35,1,22,2,0,24,82,2006,2,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,IND,away
8698,-161,89,11,21,3,0,18,681,2006,2,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,IND,away
8703,164,36,0,58,3,0,16,58,2006,2,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,IND,away
8709,126,224,3,31,1,0,25,211,2006,2,4,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,away
8716,141,168,11,37,3,0,21,697,2006,2,4,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHA,away
8723,207,141,7,21,4,0,25,441,2006,2,4,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,away
8737,144,54,0,0,1,0,15,0,2006,2,5,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOP,away
8753,190,26,7,4,1,0,19,424,2006,2,1,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DAL,away
8773,0,0,4,33,1,0,0,273,2006,2,2,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,away
8774,176,204,0,46,1,0,26,46,2006,2,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,HOU,away
8778,0,0,3,57,2,0,0,237,2006,2,2,Reverse Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,away
8786,-107,146,4,20,3,0,18,260,2006,2,2,Turnaround Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,away
8794,0,0,9,30,4,0,0,570,2006,2,2,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,away
8795,-77,137,8,21,4,0,15,501,2006,2,2,Fadeaway Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,HOU,away
8800,144,237,2,40,4,0,27,160,2006,2,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,HOU,away
8804,-197,-13,7,16,1,0,19,436,2006,2,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MEM,home
8808,125,123,3,24,2,0,17,204,2006,2,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,home
8809,85,54,11,39,3,0,10,699,2006,2,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MEM,home
8817,0,0,4,18,3,0,0,258,2006,2,5,Layup Shot,Layup,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,home
8818,158,86,1,14,3,0,17,74,2006,2,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MEM,home
8825,156,120,5,13,4,0,19,313,2006,2,5,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,home
8830,177,0,11,40,1,0,17,700,2006,2,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,home
8833,-199,158,3,43,1,0,25,223,2006,2,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,home
8834,-112,235,0,27,1,0,26,27,2006,2,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,home
8836,167,128,6,58,2,0,21,418,2006,2,0,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,home
8837,13,260,3,32,2,0,26,212,2006,2,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,UTA,home
8844,205,187,0,41,3,0,27,41,2006,2,0,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,home
8851,149,224,8,19,1,0,26,499,2006,2,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,home
8861,0,0,4,7,2,0,0,247,2006,2,2,Reverse Dunk Shot,Dunk,2005-06,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,home
8864,28,214,0,4,2,0,21,4,2006,2,2,Jump Shot,Jump Shot,2005-06,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,ATL,home
8865,154,207,7,3,3,0,25,423,2006,2,2,Jump Shot,Jump Shot,2005-06,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,home
